OBJECTID;Nombre Places / Número Plazas;geo_shape;geo_point_2d
312200;1;"{""coordinates"": [-0.3729654832355536, 39.48919072913743], ""type"": ""Point""}";39.48919072913743, -0.3729654832355536
312203;1;"{""coordinates"": [-0.32979109130477, 39.483197029752596], ""type"": ""Point""}";39.483197029752596, -0.32979109130477
312204;1;"{""coordinates"": [-0.3290547244290538, 39.48251662295714], ""type"": ""Point""}";39.48251662295714, -0.3290547244290538
312206;1;"{""coordinates"": [-0.39607741263175605, 39.46543126253297], ""type"": ""Point""}";39.46543126253297, -0.39607741263175605
312212;1;"{""coordinates"": [-0.3577503313867434, 39.45758810727264], ""type"": ""Point""}";39.45758810727264, -0.3577503313867434
312213;1;"{""coordinates"": [-0.3969875697470856, 39.462934043279596], ""type"": ""Point""}";39.462934043279596, -0.3969875697470856
312220;1;"{""coordinates"": [-0.32937836289853334, 39.48102250670441], ""type"": ""Point""}";39.48102250670441, -0.32937836289853334
312223;1;"{""coordinates"": [-0.3794069598323073, 39.45246375675381], ""type"": ""Point""}";39.45246375675381, -0.3794069598323073
312228;2;"{""coordinates"": [-0.32469178975539315, 39.47862255950228], ""type"": ""Point""}";39.47862255950228, -0.32469178975539315
312229;1;"{""coordinates"": [-0.36414407548344013, 39.48681387036541], ""type"": ""Point""}";39.48681387036541, -0.36414407548344013
312232;1;"{""coordinates"": [-0.40184705028429585, 39.47042457850877], ""type"": ""Point""}";39.47042457850877, -0.40184705028429585
312239;1;"{""coordinates"": [-0.3341737798385579, 39.4476514662315], ""type"": ""Point""}";39.4476514662315, -0.3341737798385579
312242;1;"{""coordinates"": [-0.40824440634207015, 39.46728243389449], ""type"": ""Point""}";39.46728243389449, -0.40824440634207015
312245;1;"{""coordinates"": [-0.3995653815813134, 39.491556542044364], ""type"": ""Point""}";39.491556542044364, -0.3995653815813134
312246;1;"{""coordinates"": [-0.3318599897445045, 39.44814633072588], ""type"": ""Point""}";39.44814633072588, -0.3318599897445045
312249;1;"{""coordinates"": [-0.3767540940947135, 39.49412011379952], ""type"": ""Point""}";39.49412011379952, -0.3767540940947135
312251;1;"{""coordinates"": [-0.33464649365867927, 39.4456234344356], ""type"": ""Point""}";39.4456234344356, -0.33464649365867927
312254;1;"{""coordinates"": [-0.4121250479602599, 39.46859559346574], ""type"": ""Point""}";39.46859559346574, -0.4121250479602599
312262;1;"{""coordinates"": [-0.3737020071638536, 39.44956860126591], ""type"": ""Point""}";39.44956860126591, -0.3737020071638536
312263;1;"{""coordinates"": [-0.36283257655374673, 39.45776291755965], ""type"": ""Point""}";39.45776291755965, -0.36283257655374673
312264;1;"{""coordinates"": [-0.39360260667932073, 39.46437962580109], ""type"": ""Point""}";39.46437962580109, -0.39360260667932073
312269;1;"{""coordinates"": [-0.35248558637146404, 39.46384655238035], ""type"": ""Point""}";39.46384655238035, -0.35248558637146404
312270;1;"{""coordinates"": [-0.3513741468855397, 39.462120848521614], ""type"": ""Point""}";39.462120848521614, -0.3513741468855397
312274;1;"{""coordinates"": [-0.41955258836733056, 39.504079636517645], ""type"": ""Point""}";39.504079636517645, -0.41955258836733056
312286;1;"{""coordinates"": [-0.4050737770042495, 39.452024931173874], ""type"": ""Point""}";39.452024931173874, -0.4050737770042495
312290;1;"{""coordinates"": [-0.3355046190741823, 39.47273758447548], ""type"": ""Point""}";39.47273758447548, -0.3355046190741823
312300;1;"{""coordinates"": [-0.39144317861696165, 39.46143292828283], ""type"": ""Point""}";39.46143292828283, -0.39144317861696165
312302;1;"{""coordinates"": [-0.33657793380709927, 39.46244945606482], ""type"": ""Point""}";39.46244945606482, -0.33657793380709927
312303;1;"{""coordinates"": [-0.3349306157558552, 39.46426662807873], ""type"": ""Point""}";39.46426662807873, -0.3349306157558552
312304;1;"{""coordinates"": [-0.39088173278841304, 39.45839192581984], ""type"": ""Point""}";39.45839192581984, -0.39088173278841304
312309;1;"{""coordinates"": [-0.3315289625940092, 39.46372196167279], ""type"": ""Point""}";39.46372196167279, -0.3315289625940092
312311;1;"{""coordinates"": [-0.3744411455032299, 39.440102529595926], ""type"": ""Point""}";39.440102529595926, -0.3744411455032299
312322;1;"{""coordinates"": [-0.38830048476573925, 39.45908095217734], ""type"": ""Point""}";39.45908095217734, -0.38830048476573925
312335;1;"{""coordinates"": [-0.3930271247044867, 39.45639009047518], ""type"": ""Point""}";39.45639009047518, -0.3930271247044867
312337;1;"{""coordinates"": [-0.34773759122654574, 39.477332170691064], ""type"": ""Point""}";39.477332170691064, -0.34773759122654574
312339;1;"{""coordinates"": [-0.4026049092214031, 39.45548979561802], ""type"": ""Point""}";39.45548979561802, -0.4026049092214031
312342;1;"{""coordinates"": [-0.4010543978331435, 39.45498043087695], ""type"": ""Point""}";39.45498043087695, -0.4010543978331435
312345;1;"{""coordinates"": [-0.3689609193913458, 39.48676815842792], ""type"": ""Point""}";39.48676815842792, -0.3689609193913458
312351;1;"{""coordinates"": [-0.3983991695516316, 39.46283025742875], ""type"": ""Point""}";39.46283025742875, -0.3983991695516316
312352;1;"{""coordinates"": [-0.3979566815208238, 39.46311986805182], ""type"": ""Point""}";39.46311986805182, -0.3979566815208238
312361;1;"{""coordinates"": [-0.3860284055589942, 39.46369872075842], ""type"": ""Point""}";39.46369872075842, -0.3860284055589942
312362;1;"{""coordinates"": [-0.37549040741814127, 39.496282130392885], ""type"": ""Point""}";39.496282130392885, -0.37549040741814127
312367;1;"{""coordinates"": [-0.33082875087520064, 39.46890219363547], ""type"": ""Point""}";39.46890219363547, -0.33082875087520064
312369;1;"{""coordinates"": [-0.3268142133548797, 39.47696790116715], ""type"": ""Point""}";39.47696790116715, -0.3268142133548797
312370;1;"{""coordinates"": [-0.32779285981023637, 39.47637935777435], ""type"": ""Point""}";39.47637935777435, -0.32779285981023637
312374;1;"{""coordinates"": [-0.39836418633845133, 39.45152844721786], ""type"": ""Point""}";39.45152844721786, -0.39836418633845133
312379;1;"{""coordinates"": [-0.3988771351231322, 39.45404927107166], ""type"": ""Point""}";39.45404927107166, -0.3988771351231322
312380;1;"{""coordinates"": [-0.3917194860837252, 39.456328581174134], ""type"": ""Point""}";39.456328581174134, -0.3917194860837252
312382;1;"{""coordinates"": [-0.3871523032203319, 39.45989674911678], ""type"": ""Point""}";39.45989674911678, -0.3871523032203319
312384;1;"{""coordinates"": [-0.38881625913935935, 39.457175021136734], ""type"": ""Point""}";39.457175021136734, -0.38881625913935935
312391;1;"{""coordinates"": [-0.40432950705510057, 39.47027229928742], ""type"": ""Point""}";39.47027229928742, -0.40432950705510057
312392;1;"{""coordinates"": [-0.3292055484490577, 39.48179415832126], ""type"": ""Point""}";39.48179415832126, -0.3292055484490577
312393;1;"{""coordinates"": [-0.3864512310141933, 39.46681543445342], ""type"": ""Point""}";39.46681543445342, -0.3864512310141933
312397;1;"{""coordinates"": [-0.3956985725757943, 39.48155969649384], ""type"": ""Point""}";39.48155969649384, -0.3956985725757943
312404;1;"{""coordinates"": [-0.3938705513983348, 39.479770553942906], ""type"": ""Point""}";39.479770553942906, -0.3938705513983348
312409;1;"{""coordinates"": [-0.3924408749802001, 39.45127392667765], ""type"": ""Point""}";39.45127392667765, -0.3924408749802001
312412;1;"{""coordinates"": [-0.3664859005979965, 39.47133479137093], ""type"": ""Point""}";39.47133479137093, -0.3664859005979965
312413;1;"{""coordinates"": [-0.3348096863542293, 39.446275880091505], ""type"": ""Point""}";39.446275880091505, -0.3348096863542293
312415;1;"{""coordinates"": [-0.3801432024136804, 39.488515879017385], ""type"": ""Point""}";39.488515879017385, -0.3801432024136804
312416;1;"{""coordinates"": [-0.33410303662406626, 39.450096083378924], ""type"": ""Point""}";39.450096083378924, -0.33410303662406626
312419;1;"{""coordinates"": [-0.3675605476049861, 39.45325298489265], ""type"": ""Point""}";39.45325298489265, -0.3675605476049861
312420;1;"{""coordinates"": [-0.40313221794092197, 39.47962666042356], ""type"": ""Point""}";39.47962666042356, -0.40313221794092197
312422;1;"{""coordinates"": [-0.3959961747241105, 39.481254886213556], ""type"": ""Point""}";39.481254886213556, -0.3959961747241105
312423;1;"{""coordinates"": [-0.39577564733941617, 39.48132423086659], ""type"": ""Point""}";39.48132423086659, -0.39577564733941617
312426;1;"{""coordinates"": [-0.3615441163077423, 39.46281257659955], ""type"": ""Point""}";39.46281257659955, -0.3615441163077423
312429;1;"{""coordinates"": [-0.3674494120241564, 39.45845361863316], ""type"": ""Point""}";39.45845361863316, -0.3674494120241564
312430;1;"{""coordinates"": [-0.36620393971992, 39.458192973151405], ""type"": ""Point""}";39.458192973151405, -0.36620393971992
312434;1;"{""coordinates"": [-0.36262114246770766, 39.4323644944525], ""type"": ""Point""}";39.4323644944525, -0.36262114246770766
312437;1;"{""coordinates"": [-0.37962704841234113, 39.45281760371152], ""type"": ""Point""}";39.45281760371152, -0.37962704841234113
312438;1;"{""coordinates"": [-0.40732785936641625, 39.49157804409862], ""type"": ""Point""}";39.49157804409862, -0.40732785936641625
312439;1;"{""coordinates"": [-0.38415552118442475, 39.45818823587791], ""type"": ""Point""}";39.45818823587791, -0.38415552118442475
312444;1;"{""coordinates"": [-0.3868731969844799, 39.457208501307115], ""type"": ""Point""}";39.457208501307115, -0.3868731969844799
312445;1;"{""coordinates"": [-0.37969790969842426, 39.4516261807568], ""type"": ""Point""}";39.4516261807568, -0.37969790969842426
312454;1;"{""coordinates"": [-0.36413155574832207, 39.422631549483526], ""type"": ""Point""}";39.422631549483526, -0.36413155574832207
312455;1;"{""coordinates"": [-0.3901642775026235, 39.51421241968721], ""type"": ""Point""}";39.51421241968721, -0.3901642775026235
312457;1;"{""coordinates"": [-0.3791639037397743, 39.45420133007396], ""type"": ""Point""}";39.45420133007396, -0.3791639037397743
312458;1;"{""coordinates"": [-0.3906665064731988, 39.48651109894421], ""type"": ""Point""}";39.48651109894421, -0.3906665064731988
312462;1;"{""coordinates"": [-0.38614312880755153, 39.45691062141015], ""type"": ""Point""}";39.45691062141015, -0.38614312880755153
312463;1;"{""coordinates"": [-0.38520853740247085, 39.45648756161625], ""type"": ""Point""}";39.45648756161625, -0.38520853740247085
312468;1;"{""coordinates"": [-0.3320484367033919, 39.472155680150806], ""type"": ""Point""}";39.472155680150806, -0.3320484367033919
312473;1;"{""coordinates"": [-0.4033898921083237, 39.481505163333665], ""type"": ""Point""}";39.481505163333665, -0.4033898921083237
312476;1;"{""coordinates"": [-0.3886777710617768, 39.45197803773574], ""type"": ""Point""}";39.45197803773574, -0.3886777710617768
312480;1;"{""coordinates"": [-0.336608329462906, 39.45984866816084], ""type"": ""Point""}";39.45984866816084, -0.336608329462906
312482;1;"{""coordinates"": [-0.37463370223266973, 39.452734313522676], ""type"": ""Point""}";39.452734313522676, -0.37463370223266973
312488;1;"{""coordinates"": [-0.3529605816893969, 39.46402797152415], ""type"": ""Point""}";39.46402797152415, -0.3529605816893969
312493;1;"{""coordinates"": [-0.3741215770207305, 39.45225233079269], ""type"": ""Point""}";39.45225233079269, -0.3741215770207305
312498;1;"{""coordinates"": [-0.3958455253589275, 39.480191272220864], ""type"": ""Point""}";39.480191272220864, -0.3958455253589275
312499;1;"{""coordinates"": [-0.3956795939773866, 39.480036926229076], ""type"": ""Point""}";39.480036926229076, -0.3956795939773866
312500;1;"{""coordinates"": [-0.3939649598750236, 39.480998589960805], ""type"": ""Point""}";39.480998589960805, -0.3939649598750236
312502;1;"{""coordinates"": [-0.3663427914768102, 39.44355890738232], ""type"": ""Point""}";39.44355890738232, -0.3663427914768102
312504;1;"{""coordinates"": [-0.36744527578689257, 39.44327868235674], ""type"": ""Point""}";39.44327868235674, -0.36744527578689257
312507;1;"{""coordinates"": [-0.38783554786885954, 39.46313158218055], ""type"": ""Point""}";39.46313158218055, -0.38783554786885954
312510;1;"{""coordinates"": [-0.3577728396359778, 39.45796506915786], ""type"": ""Point""}";39.45796506915786, -0.3577728396359778
312511;1;"{""coordinates"": [-0.3575756232653081, 39.457728618078306], ""type"": ""Point""}";39.457728618078306, -0.3575756232653081
312514;1;"{""coordinates"": [-0.37064597291365525, 39.45103272508339], ""type"": ""Point""}";39.45103272508339, -0.37064597291365525
312516;1;"{""coordinates"": [-0.36198646921140265, 39.42798988368361], ""type"": ""Point""}";39.42798988368361, -0.36198646921140265
312517;1;"{""coordinates"": [-0.32941331836693527, 39.46975059330797], ""type"": ""Point""}";39.46975059330797, -0.32941331836693527
312518;1;"{""coordinates"": [-0.3504660742903792, 39.47679384569866], ""type"": ""Point""}";39.47679384569866, -0.3504660742903792
312519;1;"{""coordinates"": [-0.37702945968856927, 39.44884867687283], ""type"": ""Point""}";39.44884867687283, -0.37702945968856927
312521;1;"{""coordinates"": [-0.36428180035540464, 39.46462203368728], ""type"": ""Point""}";39.46462203368728, -0.36428180035540464
312522;1;"{""coordinates"": [-0.4059331982074052, 39.53981370070714], ""type"": ""Point""}";39.53981370070714, -0.4059331982074052
312528;1;"{""coordinates"": [-0.37690126893940645, 39.517968031757675], ""type"": ""Point""}";39.517968031757675, -0.37690126893940645
312539;1;"{""coordinates"": [-0.39440402569438043, 39.494889087436725], ""type"": ""Point""}";39.494889087436725, -0.39440402569438043
312542;1;"{""coordinates"": [-0.3762575461982957, 39.5165955269736], ""type"": ""Point""}";39.5165955269736, -0.3762575461982957
312546;1;"{""coordinates"": [-0.3918434676747856, 39.4573320108796], ""type"": ""Point""}";39.4573320108796, -0.3918434676747856
312549;1;"{""coordinates"": [-0.3705188446753225, 39.46505393541761], ""type"": ""Point""}";39.46505393541761, -0.3705188446753225
312554;1;"{""coordinates"": [-0.3616399443985291, 39.459142445821506], ""type"": ""Point""}";39.459142445821506, -0.3616399443985291
312559;1;"{""coordinates"": [-0.3670632374853076, 39.46388678658228], ""type"": ""Point""}";39.46388678658228, -0.3670632374853076
